Elementary_School,Elementary_Borough,Elementary_SchoolDigger_Rank,Elementary_Total_Schools,Middle_School,Middle_Borough,Middle_SchoolDigger_Rank,Middle_Total_Schools,Elementary_School_Type,Middle_School_Type,Elementary_Address,Middle_Address,Overlap_Area
"P.S. 279 Captain Manuel Rivera, Jr.",Bronx,1265.0,2445,"P.S. 279 Captain Manuel Rivera, Jr.",Bronx,853.0,1504,K-8,K-8,"2100 WALTON AVENUE, BRONX, NY 10453","2100 WALTON AVENUE, BRONX, NY 10453",2.0073186672106293e-05
P.S. 189 The Bilingual Center,Brooklyn,1231.0,2445,"The Middle School of Media, Law and Fine Arts",Brooklyn,890.0,1504,K-8,Junior High-Intermediate-Middle,"1100 EAST NEW YORK AVENUE, BROOKLYN, NY 11212","905 Winthrop Street, Brooklyn, NY 11203",1.1051787325057585e-12
The Dr. Emmett W. Bassett School,Bronx,1179.0,2445,J.H.S. 127 The Castle Hill,Bronx,943.0,1504,Elementary,Junior High-Intermediate-Middle,"1075 PUGSLEY AVENUE, BRONX, NY 10472","1551 Castle Hill Avenue, Bronx, NY 10462",9.241050472593026e-09
P.S. 020 John Bowne,Queens,974.0,2445,I.S. 250 The Robert F. Kennedy Community Middle School,Queens,1154.0,1504,Elementary,Junior High-Intermediate-Middle,"142-30 BARCLAY AVENUE, QUEENS, NY 11355","158-40 76 ROAD, QUEENS, NY 11366",6.594026903171476e-09
P.S. 015 Jackie Robinson,Queens,1317.0,2445,I.S. 059 Springfield Gardens,Queens,818.0,1504,Elementary,Junior High-Intermediate-Middle,"121-15 LUCAS STREET, QUEENS, NY 11413","132-55 RIDGEDALE STREET, QUEENS, NY 11413",0.00010557241237422348
P.S. 121 Throop,Bronx,1533.0,2445,P.S. 089 Bronx,Bronx,603.0,1504,Elementary,K-8,"2750 Throop Avenue, Bronx, NY 10469","980 MACE AVENUE, BRONX, NY 10469",1.6038285481468816e-08
P.S. 226 Alfred De B. Mason,Brooklyn,1155.0,2445,P.S. 099 Isaac Asimov,Brooklyn,981.0,1504,K-8,K-8,"6006 23 AVENUE, BROOKLYN, NY 11204","1120 EAST 10 STREET, BROOKLYN, NY 11230",1.1738348251026244e-05
P.S. 097 Bronx,Bronx,1157.0,2445,M.S. 180 Dr. Daniel Hale Williams,Bronx,980.0,1504,Elementary,Junior High-Intermediate-Middle,"1375 Mace Avenue, Bronx, NY 10469","700 BAYCHESTER AVENUE, BRONX, NY 10475",9.952325913636899e-07
P.S. 233 Langston Hughes,Brooklyn,1240.0,2445,I.S. 285 Meyer Levin,Brooklyn,897.0,1504,Elementary,Junior High-Intermediate-Middle,"9301 AVENUE B, BROOKLYN, NY 11236","5909 Beverly Road, Brooklyn, NY 11203",0.00011602800723113009
Public School 9 The Sarah Smith Garnet School,Brooklyn,1276.0,2445,Ebbets Field Middle School,Brooklyn,864.0,1504,Elementary,Junior High-Intermediate-Middle,"80 UNDERHILL AVENUE, BROOKLYN, NY 11238","46 MCKEEVER PLACE, BROOKLYN, NY 11225",8.433958998511318e-06
Public School 9 The Sarah Smith Garnet School,Brooklyn,1276.0,2445,Ebbets Field Middle School,Brooklyn,864.0,1504,Elementary,Junior High-Intermediate-Middle,"80 UNDERHILL AVENUE, BROOKLYN, NY 11238","46 MCKEEVER PLACE, BROOKLYN, NY 11225",2.3960620772017363e-09
P.S./I.S. 173 Fort Washington School in the Heights,Manhattan,1993.0,2445,P.S./I.S. 187 Hudson Cliffs,Manhattan,147.0,1504,K-8,K-8,"306 FORT WASHINGTON AVENUE, MANHATTAN, NY 10033","349 Cabrini Boulevard, Manhattan, NY 10040",2.2231317459505363e-08
P.S. 199 Frederick Wachtel,Brooklyn,1839.0,2445,J.H.S. 234 Arthur W. Cunningham,Brooklyn,307.0,1504,Elementary,Junior High-Intermediate-Middle,"1100 ELM AVENUE, BROOKLYN, NY 11230","1875 EAST 17 STREET, BROOKLYN, NY 11229",3.0299552197571904e-05
P.S. 199 Frederick Wachtel,Brooklyn,1839.0,2445,J.H.S. 234 Arthur W. Cunningham,Brooklyn,307.0,1504,Elementary,Junior High-Intermediate-Middle,"1100 ELM AVENUE, BROOKLYN, NY 11230","1875 EAST 17 STREET, BROOKLYN, NY 11229",1.147867843628747e-10
P.S. 75 School of Research and Discovery,Bronx,1225.0,2445,Bronx Academy for Multi-Media,Bronx,924.0,1504,Elementary,Junior High-Intermediate-Middle,"984 FAILE STREET, BRONX, NY 10459","730 BRYANT AVENUE, BRONX, NY 10474",2.6444868196653116e-05
P.S. 054 Hillside,Queens,1147.0,2445,J.H.S. 217 Robert A. Van Wyck,Queens,1002.0,1504,Elementary,Junior High-Intermediate-Middle,"86-02 127 STREET, QUEENS, NY 11418","85-05 144 STREET, QUEENS, NY 11435",8.469387371395288e-05
P.S. 361 East Flatbush Early Childhood School,Brooklyn,1590.0,2445,J.H.S. 062 Ditmas,Brooklyn,565.0,1504,Elementary,Junior High-Intermediate-Middle,"1957 NOSTRAND AVENUE, BROOKLYN, NY 11210","700 Cortelyou Road, Brooklyn, NY 11218",5.131244849987216e-10
P.S. 001 Alfred E. Smith,Manhattan,1550.0,2445,M.S. 131,Manhattan,605.0,1504,Elementary,Junior High-Intermediate-Middle,"8 HENRY STREET, MANHATTAN, NY 10038","100 HESTER STREET, MANHATTAN, NY 10002",3.0421373476453935e-05
P.S. 212 Lady Deborah Moody,Brooklyn,1466.0,2445,I.S. 096 Seth Low,Brooklyn,690.0,1504,Elementary,Junior High-Intermediate-Middle,"87 BAY 49 STREET, BROOKLYN, NY 11214","99 AVENUE P, BROOKLYN, NY 11204",5.616983270546083e-06
P.S. 217 Colonel David Marcus School,Brooklyn,1181.0,2445,P.S. 099 Isaac Asimov,Brooklyn,981.0,1504,Elementary,K-8,"1100 Newkirk Avenue, Brooklyn, NY 11230","1120 EAST 10 STREET, BROOKLYN, NY 11230",1.897080270716305e-15
P.S. 506: The School of Journalism & Technology,Brooklyn,1771.0,2445,J.H.S. 227 Edward B. Shallow,Brooklyn,391.0,1504,Elementary,Junior High-Intermediate-Middle,"330 59 Street, Brooklyn, NY 11220","6500 16 AVENUE, BROOKLYN, NY 11204",1.4404360456989292e-05
P.S. 164 Queens Valley,Queens,1161.0,2445,J.H.S. 217 Robert A. Van Wyck,Queens,1002.0,1504,K-8,Junior High-Intermediate-Middle,"138-01 77 Avenue, Queens, NY 11367","85-05 144 STREET, QUEENS, NY 11435",5.210237156500743e-09
P.S. 128 Bensonhurst,Brooklyn,1828.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,Elementary,Junior High-Intermediate-Middle,"2075 84 Street, Brooklyn, NY 11214","8787 24 AVENUE, BROOKLYN, NY 11214",3.4592499364423886e-05
P.S. 128 Bensonhurst,Brooklyn,1828.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,Elementary,Junior High-Intermediate-Middle,"2075 84 Street, Brooklyn, NY 11214","8787 24 AVENUE, BROOKLYN, NY 11214",1.7091146192367782e-06
P.S. 128 Bensonhurst,Brooklyn,1828.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,Elementary,Junior High-Intermediate-Middle,"2075 84 Street, Brooklyn, NY 11214","8787 24 AVENUE, BROOKLYN, NY 11214",3.03467782630626e-07
P.S. 128 Bensonhurst,Brooklyn,1828.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,Elementary,Junior High-Intermediate-Middle,"2075 84 Street, Brooklyn, NY 11214","8787 24 AVENUE, BROOKLYN, NY 11214",5.2464828237863605e-12
P.S. 060 Alice Austen,Staten Island,1251.0,2445,I.S. 051 Edwin Markham,Staten Island,916.0,1504,Elementary,Junior High-Intermediate-Middle,"55 Merrill Avenue, Staten Island, NY 10314","80 WILLOWBROOK ROAD, STATEN ISLAND, NY 10302",6.15386818700783e-12
P.S. 136 Roy Wilkins,Queens,1350.0,2445,I.S. 059 Springfield Gardens,Queens,818.0,1504,Elementary,Junior High-Intermediate-Middle,"201-15 115 AVENUE, QUEENS, NY 11412","132-55 RIDGEDALE STREET, QUEENS, NY 11413",3.390468385253741e-12
P.S. 254 - The Rosa Parks School,Queens,1400.0,2445,J.H.S. 210 Elizabeth Blackwell,Queens,768.0,1504,Elementary,Junior High-Intermediate-Middle,"84-40 101 STREET, QUEENS, NY 11418","93-11 101 AVENUE, QUEENS, NY 11416",7.057896626266835e-05
The Queens School for Leadership and Excellence,Queens,1177.0,2445,I.S. 238 - Susan B. Anthony Academy,Queens,992.0,1504,Elementary,Junior High-Intermediate-Middle,"88-08 164 Street, Queens, NY 11432","88-15 182 Street, Queens, NY 11423",1.1707467860178384e-13
P.S. 093 William H. Prescott,Brooklyn,1882.0,2445,The School of Integrated Learning,Brooklyn,289.0,1504,Elementary,Junior High-Intermediate-Middle,"31 NEW YORK AVENUE, BROOKLYN, NY 11216","1224 PARK PLACE, BROOKLYN, NY 11213",1.349364641917196e-10
P.S. 346 Abe Stark,Brooklyn,1620.0,2445,I.S. 211 John Wilson,Brooklyn,555.0,1504,Elementary,Junior High-Intermediate-Middle,"1400 PENNSYLVANIA AVENUE, BROOKLYN, NY 11239","1001 EAST 100 STREET, BROOKLYN, NY 11236",1.471667129936419e-06
The Queens School for Leadership and Excellence,Queens,1177.0,2445,J.H.S. 217 Robert A. Van Wyck,Queens,1002.0,1504,Elementary,Junior High-Intermediate-Middle,"88-08 164 Street, Queens, NY 11432","85-05 144 STREET, QUEENS, NY 11435",2.8316543098031173e-07
P.S. 226 Alfred De B. Mason,Brooklyn,1155.0,2445,P.S. 238 Anne Sullivan,Brooklyn,1027.0,1504,K-8,K-8,"6006 23 AVENUE, BROOKLYN, NY 11204","1633 EAST 8 STREET, BROOKLYN, NY 11223",2.952110018671135e-09
P.S. 209 Margaret Mead,Brooklyn,1291.0,2445,P.S. K225 - The Eileen E. Zaglin,Brooklyn,894.0,1504,K-8,K-8,"2609 EAST 7 STREET, BROOKLYN, NY 11235","1075 OCEAN VIEW AVENUE, BROOKLYN, NY 11235",9.605371782319109e-05
P.S. 110,Queens,1691.0,2445,I.S. 73 - The Frank Sansivieri Intermediate School,Queens,496.0,1504,Elementary,Junior High-Intermediate-Middle,"43-18 97 Place, Queens, NY 11368","70-02 54 AVENUE, QUEENS, NY 11378",1.0420919062819131e-06
P.S. 214 Michael Friedsam,Brooklyn,1635.0,2445,J.H.S. 202 Robert H. Goddard,Queens,554.0,1504,Elementary,Junior High-Intermediate-Middle,"2944 Pitkin Avenue, Brooklyn, NY 11208","138-30 LAFAYETTE STREET, QUEENS, NY 11417",2.1604026063481208e-09
P.S. 099 Isaac Asimov,Brooklyn,1628.0,2445,J.H.S. 062 Ditmas,Brooklyn,565.0,1504,K-8,Junior High-Intermediate-Middle,"1120 EAST 10 STREET, BROOKLYN, NY 11230","700 Cortelyou Road, Brooklyn, NY 11218",6.855787378412446e-08
P.S. 064 Joseph P. Addabbo,Queens,1426.0,2445,J.H.S. 210 Elizabeth Blackwell,Queens,768.0,1504,Elementary,Junior High-Intermediate-Middle,"82-01 101 AVENUE, QUEENS, NY 11416","93-11 101 AVENUE, QUEENS, NY 11416",2.8759816991846412e-05
P.S. 219 Paul Klapper,Queens,1044.0,2445,I.S. 250 The Robert F. Kennedy Community Middle School,Queens,1154.0,1504,K-8,Junior High-Intermediate-Middle,"144-39 GRAVETT ROAD, QUEENS, NY 11367","158-40 76 ROAD, QUEENS, NY 11366",0.0002209869831153593
P.S. 207,Bronx,1382.0,2445,The New School for Leadership and Journalism,Bronx,819.0,1504,Elementary,Junior High-Intermediate-Middle,"3030 GODWIN TERRACE, BRONX, NY 10463","120 WEST 231 STREET, BRONX, NY 10463",2.717387400291204e-08
New York City Academy for Discovery,Queens,1655.0,2445,J.H.S. 202 Robert H. Goddard,Queens,554.0,1504,Elementary,Junior High-Intermediate-Middle,"95-16 89 Avenue, Queens, NY 11421","138-30 LAFAYETTE STREET, QUEENS, NY 11417",6.481573276625369e-12
P.S. 035 Nathaniel Woodhull,Queens,1217.0,2445,I.S. 238 - Susan B. Anthony Academy,Queens,992.0,1504,Elementary,Junior High-Intermediate-Middle,"90-01 191 Street, Queens, NY 11423","88-15 182 Street, Queens, NY 11423",0.00016237464460008
P.S. 115 Daniel Mucatel School,Brooklyn,936.0,2445,I.S. 068 Isaac Bildersee,Brooklyn,1274.0,1504,Elementary,Junior High-Intermediate-Middle,"1500 East 92 Street, Brooklyn, NY 11236","956 EAST 82 STREET, BROOKLYN, NY 11236",0.00015793945262583873
P.S. 189 The Bilingual Center,Brooklyn,1231.0,2445,New Heights Middle School,Brooklyn,984.0,1504,K-8,Junior High-Intermediate-Middle,"1100 EAST NEW YORK AVENUE, BROOKLYN, NY 11212","790 EAST NEW YORK AVENUE, BROOKLYN, NY 11203",3.606196568876012e-05
P.S. 139 Alexine A. Fenty,Brooklyn,925.0,2445,M.S. 246 Walt Whitman,Brooklyn,1296.0,1504,Elementary,Junior High-Intermediate-Middle,"330 RUGBY ROAD, BROOKLYN, NY 11226","72 Veronica Place, Brooklyn, NY 11226",5.200351873839567e-13
P.S. 139 Alexine A. Fenty,Brooklyn,925.0,2445,M.S. 246 Walt Whitman,Brooklyn,1296.0,1504,Elementary,Junior High-Intermediate-Middle,"330 RUGBY ROAD, BROOKLYN, NY 11226","72 Veronica Place, Brooklyn, NY 11226",1.5049712540014067e-05
P.S. 135 Sheldon A. Brookner,Brooklyn,1335.0,2445,"The Middle School of Media, Law and Fine Arts",Brooklyn,890.0,1504,Elementary,Junior High-Intermediate-Middle,"684 LINDEN BOULEVARD, BROOKLYN, NY 11203","905 Winthrop Street, Brooklyn, NY 11203",6.66473815713513e-05
P.S. 086 Kingsbridge Heights,Bronx,1407.0,2445,The New School for Leadership and Journalism,Bronx,819.0,1504,Elementary,Junior High-Intermediate-Middle,"2756 RESERVOIR AVENUE, BRONX, NY 10468","120 WEST 231 STREET, BRONX, NY 10463",3.934224293787242e-05
P.S. 11 Thomas Dongan School,Staten Island,2015.0,2445,I.S. 024 Myra S. Barnes,Staten Island,212.0,1504,Elementary,Junior High-Intermediate-Middle,"85 Garretson Avenue, Staten Island, NY 10304","750 DURANT AVENUE, STATEN ISLAND, NY 10308",0.00042748709332523767
P.S. 118 Lorraine Hansberry,Queens,1413.0,2445,I.S. 059 Springfield Gardens,Queens,818.0,1504,Elementary,Junior High-Intermediate-Middle,"190-20 109 ROAD, QUEENS, NY 11412","132-55 RIDGEDALE STREET, QUEENS, NY 11413",5.8319033254521565e-06
P.S. 135 Sheldon A. Brookner,Brooklyn,1335.0,2445,I.S. 285 Meyer Levin,Brooklyn,897.0,1504,Elementary,Junior High-Intermediate-Middle,"684 LINDEN BOULEVARD, BROOKLYN, NY 11203","5909 Beverly Road, Brooklyn, NY 11203",1.6649741911450117e-14
P.S. 022 Graniteville,Staten Island,1706.0,2445,I.S. 072 Rocco Laurie,Staten Island,527.0,1504,Elementary,Junior High-Intermediate-Middle,"1860 Forest Avenue, Staten Island, NY 10303","33 FERNDALE AVENUE, STATEN ISLAND, NY 10314",7.042298967512295e-08
P.S. 013 Roberto Clemente,Brooklyn,781.0,2445,Van Siclen Community Middle School,Brooklyn,1453.0,1504,Elementary,Junior High-Intermediate-Middle,"557 Pennsylvania Avenue, Brooklyn, NY 11207","800 VAN SICLEN AVE, BROOKLYN, NY 11207",2.2220845078894673e-06
P.S. 209 Margaret Mead,Brooklyn,1291.0,2445,I.S. 303 Herbert S. Eisenberg,Brooklyn,945.0,1504,K-8,Junior High-Intermediate-Middle,"2609 EAST 7 STREET, BROOKLYN, NY 11235","501 WEST AVENUE, BROOKLYN, NY 11224",1.1717290564777613e-10
P.S. 148 Queens,Queens,1891.0,2445,I.S. 141 The Steinway,Queens,350.0,1504,Elementary,Junior High-Intermediate-Middle,"89-02 32 AVENUE, QUEENS, NY 11369","37-11 21 AVENUE, QUEENS, NY 11105",6.6295212116584535e-06
P.S. 001 The Bergen,Brooklyn,2053.0,2445,J.H.S. 220 John J. Pershing,Brooklyn,191.0,1504,Elementary,Junior High-Intermediate-Middle,"309 47 STREET, BROOKLYN, NY 11220","4812 9 Avenue, Brooklyn, NY 11220",5.8621023839156775e-08
P.S. 001 The Bergen,Brooklyn,2053.0,2445,J.H.S. 220 John J. Pershing,Brooklyn,191.0,1504,Elementary,Junior High-Intermediate-Middle,"309 47 STREET, BROOKLYN, NY 11220","4812 9 Avenue, Brooklyn, NY 11220",3.563566634215871e-06
P.S. 024,Brooklyn,1872.0,2445,J.H.S. 223 The Montauk,Brooklyn,374.0,1504,Elementary,Junior High-Intermediate-Middle,"427 38 STREET, BROOKLYN, NY 11232","4200 16 Avenue, Brooklyn, NY 11204",2.5589163202958134e-17
P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,Queens,1092.0,2445,I.S. 250 The Robert F. Kennedy Community Middle School,Queens,1154.0,1504,K-8,Junior High-Intermediate-Middle,"70-10 164 STREET, QUEENS, NY 11365","158-40 76 ROAD, QUEENS, NY 11366",4.280148188465246e-05
P.S./M.S. 194,Bronx,1754.0,2445,P.S./M.S. 194,Bronx,493.0,1504,K-8,K-8,"2365 WATERBURY AVENUE, BRONX, NY 10462","2365 WATERBURY AVENUE, BRONX, NY 10462",5.478899496650966e-05
P.S. 114 Ryder Elementary,Brooklyn,1353.0,2445,I.S. 285 Meyer Levin,Brooklyn,897.0,1504,Elementary,Junior High-Intermediate-Middle,"1077 REMSEN AVENUE, BROOKLYN, NY 11236","5909 Beverly Road, Brooklyn, NY 11203",2.5420257398281845e-08
P.S. 029 Queens,Queens,1523.0,2445,J.H.S. 189 Daniel Carter Beard,Queens,731.0,1504,Elementary,Junior High-Intermediate-Middle,"125-10 23 AVENUE, QUEENS, NY 11356","144-80 BARCLAY AVENUE, QUEENS, NY 11355",0.00013561593829274768
P.S. 117 J. Keld / Briarwood School,Queens,1108.0,2445,I.S. 250 The Robert F. Kennedy Community Middle School,Queens,1154.0,1504,Elementary,Junior High-Intermediate-Middle,"85-15 143 STREET, QUEENS, NY 11435","158-40 76 ROAD, QUEENS, NY 11366",3.000999175411391e-10
P.S. 209 Margaret Mead,Brooklyn,1291.0,2445,J.H.S. 014 Shell Bank,Brooklyn,974.0,1504,K-8,Junior High-Intermediate-Middle,"2609 EAST 7 STREET, BROOKLYN, NY 11235","2424 BATCHELDER STREET, BROOKLYN, NY 11235",2.3554000510720497e-06
Helen M. Marshall School,Queens,2028.0,2445,J.H.S. 185 Edward Bleeker,Queens,243.0,1504,Elementary,Junior High-Intermediate-Middle,"110-08 NORTHERN BOULEVARD, QUEENS, NY 11368","147-26 25 DRIVE, QUEENS, NY 11354",6.250703827116739e-07
P.S. 235 Janice Marie Knight School,Brooklyn,976.0,2445,M.S. 246 Walt Whitman,Brooklyn,1296.0,1504,Elementary,Junior High-Intermediate-Middle,"525 LENOX ROAD, BROOKLYN, NY 11203","72 Veronica Place, Brooklyn, NY 11226",2.4813189799887837e-06
P.S. 188 Michael E. Berdy,Brooklyn,1939.0,2445,I.S. 281 Joseph B Cavallaro,Brooklyn,337.0,1504,Elementary,Junior High-Intermediate-Middle,"3314 Neptune Avenue, Brooklyn, NY 11224","8787 24 AVENUE, BROOKLYN, NY 11214",4.149781177949344e-08
P.S. 048 P.O. Michael J. Buczek,Manhattan,2133.0,2445,P.S./I.S. 187 Hudson Cliffs,Manhattan,147.0,1504,Elementary,K-8,"4360-78 BROADWAY, MANHATTAN, NY 10033","349 Cabrini Boulevard, Manhattan, NY 10040",1.0097419586828951e-28
P.S. 127 Aerospace Science Magnet School,Queens,2043.0,2445,J.H.S. 185 Edward Bleeker,Queens,243.0,1504,K-8,Junior High-Intermediate-Middle,"98-01 25 AVENUE, QUEENS, NY 11369","147-26 25 DRIVE, QUEENS, NY 11354",3.81371447463787e-05
P.S. 045 John Tyler,Staten Island,1047.0,2445,I.S. 061 William A Morris,Staten Island,1240.0,1504,Elementary,Junior High-Intermediate-Middle,"58 LAWRENCE AVENUE, STATEN ISLAND, NY 10310","445 CASTLETON AVENUE, STATEN ISLAND, NY 10301",0.0004589741776597433
P.S. 090 Horace Mann,Queens,1521.0,2445,J.H.S. 210 Elizabeth Blackwell,Queens,768.0,1504,Elementary,Junior High-Intermediate-Middle,"86-50 109 Street, Queens, NY 11418","93-11 101 AVENUE, QUEENS, NY 11416",1.89284584899114e-06
P.S. 89Q: The Jose Peralta School of Dreamers,Queens,1794.0,2445,I.S. 73 - The Frank Sansivieri Intermediate School,Queens,496.0,1504,Elementary,Junior High-Intermediate-Middle,"85-28 BRITTON AVENUE, QUEENS, NY 11373","70-02 54 AVENUE, QUEENS, NY 11378",2.5021320075247715e-05
"P.S. 279 Captain Manuel Rivera, Jr.",Bronx,1265.0,2445,The Bronx School of Young Leaders,Bronx,1035.0,1504,K-8,Junior High-Intermediate-Middle,"2100 WALTON AVENUE, BRONX, NY 10453","40 WEST TREMONT AVENUE, BRONX, NY 10453",1.396709097598758e-11
P.S. 583,Bronx,1296.0,2445,J.H.S. 131 Albert Einstein,Bronx,1009.0,1504,Elementary,Junior High-Intermediate-Middle,"1028 WHITE PLAINS ROAD, BRONX, NY 10472","885 Bolton Avenue, Bronx, NY 10473",6.328857134536652e-14
P.S. 159 Isaac Pitkin,Brooklyn,1396.0,2445,M.S. 935,Brooklyn,911.0,1504,Elementary,Junior High-Intermediate-Middle,"2781 PITKIN AVENUE, BROOKLYN, NY 11208","76 Dinsmore Place, Brooklyn, NY 11208",1.3190812507646376e-06
P.S. 164 Queens Valley,Queens,1161.0,2445,I.S. 250 The Robert F. Kennedy Community Middle School,Queens,1154.0,1504,K-8,Junior High-Intermediate-Middle,"138-01 77 Avenue, Queens, NY 11367","158-40 76 ROAD, QUEENS, NY 11366",0.0001212661796290382
P.S. 135 Sheldon A. Brookner,Brooklyn,1335.0,2445,New Heights Middle School,Brooklyn,984.0,1504,Elementary,Junior High-Intermediate-Middle,"684 LINDEN BOULEVARD, BROOKLYN, NY 11203","790 EAST NEW YORK AVENUE, BROOKLYN, NY 11203",2.9358564088930993e-09
P.S. 361 East Flatbush Early Childhood School,Brooklyn,1590.0,2445,J.H.S. 278 Marine Park,Brooklyn,732.0,1504,Elementary,Junior High-Intermediate-Middle,"1957 NOSTRAND AVENUE, BROOKLYN, NY 11210","1925 Stuart Street, Brooklyn, NY 11229",2.6678052016748125e-05
The Dr. Emmett W. Bassett School,Bronx,1179.0,2445,Pugsley Preparatory Academy,Bronx,1143.0,1504,Elementary,Junior High-Intermediate-Middle,"1075 PUGSLEY AVENUE, BRONX, NY 10472","1111 Pugsley Avenue, Bronx, NY 10472",4.005427333662151e-05
P.S. 050 Talfourd Lawn Elementary School,Queens,1321.0,2445,J.H.S. 217 Robert A. Van Wyck,Queens,1002.0,1504,Elementary,Junior High-Intermediate-Middle,"143-26 101 AVENUE, QUEENS, NY 11435","85-05 144 STREET, QUEENS, NY 11435",8.00017229180459e-06
P.S. 226,Bronx,1470.0,2445,"P.S. 279 Captain Manuel Rivera, Jr.",Bronx,853.0,1504,Elementary,K-8,"1950 SEDGWICK AVENUE, BRONX, NY 10453","2100 WALTON AVENUE, BRONX, NY 10453",3.4489296281891334e-08
P.S. 90 Edna Cohen School,Brooklyn,1379.0,2445,I.S. 303 Herbert S. Eisenberg,Brooklyn,945.0,1504,Elementary,Junior High-Intermediate-Middle,"2840 WEST 12 STREET, BROOKLYN, NY 11224","501 WEST AVENUE, BROOKLYN, NY 11224",0.0001362156383555957
P.S. 221 Toussaint L'Ouverture,Brooklyn,1434.0,2445,"The Middle School of Media, Law and Fine Arts",Brooklyn,890.0,1504,Elementary,Junior High-Intermediate-Middle,"791 EMPIRE BOULEVARD, BROOKLYN, NY 11213","905 Winthrop Street, Brooklyn, NY 11203",7.407484404050897e-10
P.S. 156 Laurelton,Queens,1507.0,2445,I.S. 059 Springfield Gardens,Queens,818.0,1504,Elementary,Junior High-Intermediate-Middle,"229-02 137 AVENUE, QUEENS, NY 11413","132-55 RIDGEDALE STREET, QUEENS, NY 11413",7.045606098595744e-06
P.S. 099 Isaac Asimov,Brooklyn,1628.0,2445,P.S. 226 Alfred De B. Mason,Brooklyn,705.0,1504,K-8,K-8,"1120 EAST 10 STREET, BROOKLYN, NY 11230","6006 23 AVENUE, BROOKLYN, NY 11204",2.1678334037461866e-10
P.S. 109,Brooklyn,1589.0,2445,J.H.S. 078 Roy H. Mann,Brooklyn,748.0,1504,K-8,Junior High-Intermediate-Middle,"1001 EAST 45 STREET, BROOKLYN, NY 11203","1420 East 68 Street, Brooklyn, NY 11234",7.626157272702651e-09
P.S. 052 Sheepshead Bay,Brooklyn,1368.0,2445,J.H.S. 014 Shell Bank,Brooklyn,974.0,1504,Elementary,Junior High-Intermediate-Middle,"2675 EAST 29 STREET, BROOKLYN, NY 11235","2424 BATCHELDER STREET, BROOKLYN, NY 11235",0.00018030243991171786
P.S. 89Q: The Jose Peralta School of Dreamers,Queens,1794.0,2445,I.S. 230,Jackson Heights,549.0,1504,Elementary,Junior High-Intermediate-Middle,"85-28 BRITTON AVENUE, QUEENS, NY 11373","73-10 34 AVENUE, JACKSON HEIGHTS, NY 11372",1.3897074892424782e-05
P.S. 89Q: The Jose Peralta School of Dreamers,Queens,1794.0,2445,I.S. 230,Jackson Heights,549.0,1504,Elementary,Junior High-Intermediate-Middle,"85-28 BRITTON AVENUE, QUEENS, NY 11373","73-10 34 AVENUE, JACKSON HEIGHTS, NY 11372",2.0280570671876224e-07
P.S. 004 Duke Ellington,Manhattan,1393.0,2445,Community Math & Science Prep,Manhattan,952.0,1504,Elementary,Junior High-Intermediate-Middle,"500 West 160 Street, Manhattan, NY 10032","401 WEST 164 STREET, MANHATTAN, NY 10032",3.168346714639762e-05
The Jermaine L. Green STEM Institute of Queens,Queens,1530.0,2445,I.S. 059 Springfield Gardens,Queens,818.0,1504,Elementary,Junior High-Intermediate-Middle,"126-10 BEDELL STREET, QUEENS, NY 11434","132-55 RIDGEDALE STREET, QUEENS, NY 11413",6.105026496095076e-07
